scorer,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000,DeepCut_resnet50_190708Jul8shuffle1_500000
bodyparts,Abdomen,Abdomen,Abdomen,Wax,Wax,Wax,Sound Stimulus,Sound Stimulus,Sound Stimulus,Left Knee,Left Knee,Left Knee,Left Foot,Left Foot,Left Foot,Right Knee,Right Knee,Right Knee,Right Foot,Right Foot,Right Foot
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
25,731.144106566906,458.8039530515671,0.9999993443489075,701.0003468990326,142.51769018173218,0.9999997019767761,134.00972986221313,19.449890196323395,0.23491740226745605,677.893828868866,418.7046631574631,1.0,738.4132875204086,551.7733125686646,1.0,789.2531615495682,387.63197818398476,1.0,837.7282440662384,515.4741179347038,0.9999998807907104
26,728.6288056373596,457.9541301727295,0.9999998807907104,700.7010571360588,142.36342191696167,0.9999995231628418,133.88711977005005,19.9061296582222,0.30548349022865295,675.6749275028706,418.2223218679428,1.0,734.2032835483551,548.9642007350922,0.9999998807907104,786.7259138822556,388.29729130864143,1.0,835.7024019658566,518.554101228714,0.9999998807907104
27,731.6586044430733,457.7210283279419,0.9999994039535522,702.4655170440674,141.7303034067154,0.9999992847442627,133.7996063232422,20.073059499263763,0.2547038793563843,679.406575679779,417.01633405685425,0.9999998807907104,741.0405712127686,551.0418484210968,1.0,789.2339701652527,387.6499509215355,1.0,836.7955014705658,515.981143547222,0.9999998807907104
28,732.745693564415,457.3429317474365,0.9999994039535522,701.3300799131393,142.64629077911377,0.9999995231628418,133.71263885498047,20.08325506746769,0.26389896869659424,681.8771114349365,417.8313021659851,0.9999997615814209,741.8938801288605,551.550856590271,1.0,788.7409781813622,389.3623378276825,1.0,835.360499560833,515.1834422945976,0.9999998807907104
29,731.22728484869,455.46915078163147,0.9999997615814209,700.7099030613899,141.6566081047058,0.9999994039535522,133.93426847457886,19.738757640123367,0.21967977285385132,681.5450248718262,418.3178117275238,0.9999997615814209,743.2375712394714,551.7017478942871,0.9999998211860657,787.0413429141045,387.42355811595917,1.0,831.9820461273193,514.1047627925873,0.9999992847442627
30,729.4732885360718,454.18281507492065,0.9999998807907104,700.0262332931161,142.1836714744568,0.999999463558197,133.74699115753174,19.668908298015594,0.22008538246154785,681.3452105522156,419.25294452905655,0.9999998807907104,742.8828799724579,551.8408169746399,0.9999998807907104,785.15158867836,385.7164874076843,1.0,831.1387491226196,511.7513818740845,0.9999988079071045
31,729.2325229644775,454.6500072479248,0.9999998807907104,700.4465158879757,142.58860540390015,0.9999996423721313,133.83241653442383,19.652841687202454,0.2000199258327484,680.4445695877075,418.4643325805664,0.9999998807907104,741.0042700767517,551.8551647663116,1.0,785.4917171001434,386.1284339427948,1.0,829.8692837953568,510.5888409614563,0.9999970197677612
32,729.7075796127319,454.98074197769165,0.9999998807907104,699.3943352103233,142.35384798049927,0.9999995827674866,133.72967147827148,19.76425914466381,0.20638298988342285,682.4363833665848,418.773228764534,0.9999998807907104,742.2917203903198,551.4971237182617,0.9999998807907104,786.5056614875793,385.8440399169922,0.9999998807907104,832.2290506362915,511.5367856025696,0.9999989867210388
33,732.1164615750313,458.4186851978302,0.9999995231628418,700.661084830761,143.68098211288452,0.9999997615814209,134.00481462478638,19.984151609241962,0.22466683387756348,683.4058317542076,420.07412330806255,0.9999998807907104,742.6591835021973,552.5798120498657,0.9999997615814209,787.7898484617472,387.3227658867836,1.0,833.8880200386047,514.1300889253616,1.0
34,730.231324672699,457.8551137447357,0.9999994039535522,700.1140254214406,143.1231288909912,0.9999997615814209,133.88286018371582,19.824845865368843,0.2049875557422638,681.5041568279266,419.2967132925987,0.9999998211860657,739.2769671678543,551.9168884754181,1.0,785.7431552410126,386.8455995321274,1.0,830.1287078857422,516.3404203355312,0.9999997615814209
35,729.814995765686,455.53348183631897,0.9999998807907104,700.5423461198807,142.82860469818115,0.9999997615814209,133.93906116485596,19.856808125972748,0.20474234223365784,682.8441971540451,418.55544424057007,0.9999998807907104,741.8265739679337,551.5437653064728,1.0,784.7785699367523,385.8184931278229,1.0,828.7748308181763,513.5347743034363,0.9999995827674866
36,731.5763612687588,454.76609539985657,0.9999998807907104,701.1186637878418,142.8422417640686,0.9999998807907104,133.93762397766113,19.969933532178402,0.22283139824867249,686.7204706668854,421.78259468078613,0.9999998211860657,744.730642080307,550.6617171764374,0.9999998807907104,785.4082224369049,386.72237408161163,1.0,828.1903612315655,511.2864394187927,0.9999991655349731
37,730.0270719528198,454.86118364334106,0.9999999403953552,699.7589279562235,142.72355842590332,0.9999998211860657,134.09933710098267,19.758143365383148,0.19785666465759277,683.2514060735703,420.7215262055397,0.9999998807907104,741.6284373998642,551.4798748493195,1.0,784.2662816047668,387.56242763996124,0.9999999403953552,825.9174551963806,512.5039234161377,0.9999986886978149
38,729.8787336349487,455.5388135910034,0.9999997615814209,699.3634927272797,144.04551911354065,0.9999998807907104,133.9566135406494,19.879132837057114,0.21348842978477478,682.9368669986725,422.56933975219727,0.9999998807907104,740.3119105696678,551.7893605232239,1.0,783.8474979400635,388.44805324077606,0.9999998807907104,826.1739430427551,514.3092294931412,0.9999996423721313
39,734.592059135437,457.7514967918396,0.9999997615814209,699.281644821167,143.62101221084595,0.9999997615814209,134.04787921905518,19.814651608467102,0.20751580595970154,685.5303872823715,423.15658807754517,0.9999998211860657,745.085501909256,551.0053277015686,0.9999997615814209,787.9187282323837,386.47444808483124,1.0,831.5552892684937,511.56088733673096,0.999999463558197
40,729.4052357673645,455.8095290660858,0.9999999403953552,699.3502478599548,142.62447595596313,0.9999997615814209,134.05950784683228,19.824505671858788,0.2168264389038086,680.7315464019775,420.6311929821968,0.9999998807907104,737.116842508316,550.0380432605743,1.0,785.58442902565,385.93944811820984,1.0,832.6631274223328,518.1817855834961,1.0
41,729.3878121376038,457.78782963752747,0.9999998211860657,698.546021938324,142.73851251602173,0.9999997615814209,133.76314401626587,19.808404341340065,0.25574344396591187,675.2987850308418,414.72230529785156,0.9999999403953552,734.442440032959,546.8017390966415,0.9999998807907104,782.9570789337158,386.6775529384613,0.9999999403953552,829.9016103744507,518.6160757541656,0.9999996423721313
42,730.5634989738464,459.1322685480118,0.9999991655349731,700.3448311090469,143.06974363327026,0.9999999403953552,133.79772663116455,19.727199524641037,0.23106005787849426,672.5757405757904,416.8671226501465,1.0,726.3208940029144,548.2287410348654,0.9999998807907104,785.1990234851837,386.7455267906189,1.0,830.8983752727509,516.7944061160088,0.9999997615814209
43,729.9272468090057,457.00084400177,0.999998927116394,699.2934172749519,142.8736081123352,0.9999999403953552,133.56072568893433,19.68073281645775,0.24363067746162415,672.047089099884,414.13762617111206,0.9999998211860657,726.1744301319122,546.3308559656143,1.0,784.4955732822418,388.63154608011246,1.0,830.4051144123077,516.3309242725372,0.9999998807907104
44,729.9638557434082,456.96749544143677,0.9999994039535522,698.2088330984116,142.9571270942688,0.9999997019767761,133.95858573913574,19.949770644307137,0.24047622084617615,672.7835078239441,415.79993963241577,0.9999998807907104,727.6492421627045,547.2094129920006,0.9999998807907104,783.8100175857544,386.83317136764526,1.0,830.4403645992279,516.5784277915955,0.9999998807907104
45,730.9213681221008,455.0003433227539,0.9999997615814209,699.6286115348339,142.71914386749268,0.9999998807907104,133.83397006988525,19.94045725092292,0.265104204416275,675.0571014285088,413.54888939857483,0.9999999403953552,732.132348164916,546.6351305246353,1.0,784.094349861145,386.39005637168884,1.0,829.3038982152939,516.0788961872458,0.9999998807907104
46,729.4623832702637,452.7000364661217,0.9999998807907104,700.1237008720636,143.8669776916504,0.9999998807907104,134.10817956924438,20.067056976258755,0.2593018412590027,676.27411288023,413.73658561706543,1.0,733.2460824251175,545.0823347568512,1.0,783.582909822464,387.9575941115618,0.9999998807907104,824.2950754165649,512.8090660572052,0.9999998807907104
47,730.075584769249,456.3140778541565,0.9999996423721313,699.1497953534126,144.20522665977478,0.9999998211860657,133.79299449920654,19.899546541273594,0.2794571816921234,673.4797556400299,414.06901955604553,0.9999998807907104,727.4278628826141,548.4806312918663,1.0,781.6151012182236,385.36366295814514,0.9999998807907104,824.090268611908,515.1625670194626,0.9999997615814209
48,730.9596266746521,459.0622376203537,0.9999994039535522,698.0057760477066,144.20595788955688,0.9999998807907104,133.93653011322021,20.1549464315176,0.278908908367157,676.0675083696842,419.5634070634842,1.0,729.4160046577454,549.5383104085922,0.9999998807907104,784.0022985935211,388.42403879761696,1.0,828.5274941921234,520.3217258453369,0.9999991655349731
49,730.3763837814331,459.46941018104553,0.9999995827674866,699.2880579829216,143.76357412338257,0.9999998807907104,133.77264022827148,19.729373514652252,0.2566579580307007,675.5891008377075,420.6968427300453,1.0,728.2606716156006,550.968239068985,0.9999998807907104,782.5977129936218,387.20020920038223,0.9999999403953552,827.7352316081524,521.7572746276855,0.9999982118606567
50,729.7187194824219,459.03800559043884,0.9999997615814209,697.8477673530579,144.4376084804535,0.9999998807907104,133.7838454246521,19.954367239028215,0.27369219064712524,676.8677945137024,420.98763674497604,1.0,731.7726031690836,552.0228056907654,0.9999998211860657,782.3563435077667,388.43348106741905,0.9999998807907104,828.1426204890013,521.3105244636536,0.9999985694885254
51,732.0547149144113,457.1185631752014,0.9999995231628418,699.3971595168114,145.37006449699402,0.9999998211860657,133.72580003738403,19.854994744062424,0.2753053307533264,681.6727352142334,420.7058826684952,0.9999998807907104,737.9017508029938,553.1042828559875,0.9999998807907104,784.4050736427307,387.86511494219303,1.0,830.7750215530396,522.861888885498,0.9999985098838806
52,733.2786773443222,458.09376335144043,0.9999994039535522,698.6880275011063,144.4869248867035,0.9999998211860657,133.64472103118896,19.84965482354164,0.28380849957466125,683.8460776805878,421.8580890893936,0.9999998211860657,743.2116303443909,554.3399937152863,0.9999992847442627,783.9479651451111,386.50729072093964,0.9999999403953552,830.4217867851257,523.4458411335945,0.9999989867210388
53,733.4992612600327,458.1322031021118,0.9999994039535522,698.9811952114105,144.69527411460876,0.9999999403953552,133.59955072402954,19.9810876455158,0.3159061670303345,684.2243435233831,422.1156301498413,0.9999997615814209,743.0464963912964,553.766096830368,0.9999992847442627,784.0322937965393,387.08310055732727,1.0,827.14690554142,518.4910228252411,0.9999997615814209
54,731.4523506164551,456.18084716796875,0.9999998211860657,698.6414597034454,144.46822786331177,0.9999999403953552,133.73276472091675,20.108607299625874,0.3208741545677185,683.9235388636589,421.909982919693,0.9999998807907104,742.2036764621735,554.124681353569,0.9999996423721313,783.3019833564758,387.85307946801186,1.0,828.0756588801742,520.4575543403625,0.9999994039535522
55,729.9140770435333,456.88347005844116,0.9999994039535522,699.3452990055084,144.43295764923096,0.9999999403953552,133.77537775039673,20.093924485147,0.3295038938522339,680.6915411949158,421.559477686882,0.9999998211860657,738.0848977565765,554.3291883468628,0.9999998807907104,781.5512229204178,387.0182550549507,1.0,825.1825683116913,521.4761834144592,0.9999978542327881
56,731.0604097247124,459.37152004241943,0.9999992847442627,699.2346109747887,144.81252098083496,0.9999998807907104,133.72631692886353,20.016967395320535,0.32009056210517883,682.5366352796555,422.1824791431427,0.9999997019767761,739.4032236337662,555.0369051098824,0.9999998807907104,783.9871897697449,389.4065363407135,1.0,828.2050494253635,521.2260661125183,0.9999992251396179
57,730.3689697980881,457.1202712059021,0.9999986886978149,700.1112725585699,144.25994968414307,0.9999999403953552,133.8147325515747,20.057504061609507,0.32465463876724243,682.4110057353973,421.38960218429565,0.9999998807907104,738.7174507379532,553.1752104759216,0.9999998807907104,784.470006942749,386.77720499038696,1.0,828.6053131222725,515.284882247448,0.9999997615814209
58,730.5656838417053,458.0069569349289,0.9999986886978149,700.1351334303617,144.53626561164856,0.9999999403953552,134.24657154083252,20.07345611602068,0.30157142877578735,682.3308601379395,422.2183108329773,0.9999997615814209,738.9250510931015,553.8812899589539,0.9999999403953552,784.9058074951172,388.68928176164627,1.0,830.7056698799133,519.0515348911285,0.9999995231628418
59,730.8420263528824,457.7029597759247,0.9999992251396179,698.3436574935913,144.88788318634033,0.9999999403953552,134.0343198776245,19.987704175524414,0.3089103102684021,683.5782161355019,423.47497391700745,0.9999997019767761,740.0449693761766,554.4612002372742,0.9999998211860657,783.7201857566833,389.7329797744751,1.0,827.0528379678726,524.1428636461496,0.9999974966049194
60,729.0007691383362,454.2011466026306,0.9999999403953552,699.4259058833122,143.98861455917358,0.9999998807907104,133.99773836135864,20.121280156075954,0.32115182280540466,686.0724241733551,423.50255703926086,0.9999996423721313,743.0362873077393,552.6577839851379,0.9999997615814209,781.8984645605087,385.8145079612732,0.9999998807907104,828.1344091147184,521.8801188468933,0.9999992847442627
61,731.1620864868164,454.52171897888184,0.9999999403953552,699.9683353155851,143.67215871810913,0.9999999403953552,133.97733402252197,20.155758753418922,0.32971495389938354,689.3741407394409,423.2528398036957,0.9999999403953552,749.4999021291733,552.9813256263733,0.9999996423721313,783.6239724159241,387.3950406908989,1.0,829.623860001564,522.5197153091431,0.9999984502792358
62,728.1529159545898,455.6398992538452,1.0,699.3623453974724,144.65989685058594,0.9999998807907104,134.05182456970215,20.213463336229324,0.32765859365463257,687.7467346191406,426.1536160707474,0.9999995231628418,747.0827477574348,554.1115198135376,0.9999994039535522,783.7550716400146,389.6321281194687,1.0,829.5869183540344,527.1151585578918,0.999999463558197
63,727.2599408626556,456.50828552246094,0.9999998807907104,697.7959485054016,145.5812873840332,0.9999998807907104,133.91995096206665,20.13625717163086,0.3243446946144104,684.3202483952045,423.976366519928,0.9999995827674866,741.0523551702499,555.664864897728,0.9999998807907104,781.1109899282455,388.0756604298949,0.9999999403953552,825.1121377944946,527.3372354507446,0.9999997019767761
64,727.1357131004333,456.3393278121948,0.9999999403953552,699.3721066117287,143.68780994415283,0.9999998807907104,134.1715440750122,20.3264342546463,0.3240002393722534,683.4011985659599,423.54544043540955,0.9999997615814209,739.7967618256807,555.7425726950169,0.9999998807907104,780.9671911597252,387.86376114189625,1.0,825.2823820114136,527.4970536231995,0.9999997615814209
65,730.4661178588867,457.8927233219147,0.9999995231628418,699.4697043895721,145.2598283290863,0.9999998807907104,134.10012912750244,20.213043719530106,0.3159177899360657,683.826280221343,423.0592679977417,0.9999997019767761,739.7327719032764,557.4504103660583,0.9999998807907104,783.9148588180542,391.3773443698883,1.0,829.0411145687103,529.643851518631,0.9999999403953552
66,728.0971894264221,460.3937375843525,0.9999998807907104,698.7213987112045,145.35793900489807,0.9999998807907104,134.05439949035645,20.231051728129387,0.324262797832489,680.8489928245544,424.4546527862549,0.9999996423721313,734.0656719207764,555.7200047969818,0.9999984502792358,781.6999027729034,390.4708173274994,0.9999998807907104,825.7310345172882,529.4709334373474,0.9999998807907104
67,728.1097226142883,458.554510474205,1.0,698.0927716493607,145.27352857589722,0.9999998211860657,134.03328037261963,20.165974274277687,0.3129519820213318,679.2946438789368,423.04444766044617,1.0,733.4697831869125,555.2580301761627,0.999998927116394,779.7628360688686,386.8548070192337,1.0,821.3917521238327,527.5516500473022,0.9999999403953552
68,732.4683129191399,458.81450939178467,0.9999996423721313,699.4364693760872,144.77734994888306,0.9999998807907104,133.96079874038696,19.94543744251132,0.2710937261581421,685.9452519416809,424.04171419143677,0.9999992847442627,743.5353970527649,556.2487705647945,0.9999997615814209,783.055905342102,387.4023803472519,0.9999999403953552,827.8154404461384,532.0778869837523,1.0
